song_id,artist,title,n_verses,lyrics_len,genius_ok,genius_matched_by,genius_id,genius_title,genius_artist,release_date,year,album,featured_artists,producer_artists,writer_artists,pageviews,lastfm_artist_tags,lastfm_track_tags,artist_mbid,mb_artist_name,artist_type,artist_gender,artist_country,artist_area,artist_begin,wikidata_qid,mb_artist_tags,error,wd_ok,wd_qid,wd_gender,wd_citizenship_qids,wd_instance_of,wd_occupation_qids,wd_has_inception,ab_ok,ab_danceability,ab_mood_happy,ab_mood_sad,ab_mood_aggressive,ab_mood_party,ab_mood_relaxed,ab_genre_rosamerica,ab_bpm,ab_key,primary_artist,fill_lastfm_tags,fill_type,fill_gender,fill_country,fill_area,fill_begin,fill_mb_tags,fill_err,deep_year,deep_album,deep_writers,deep_producers,wd_citizenship_labels,wd_occupation_labels,wd_instance_of_labels,release_year,decade,genres_all,genre_main,country,gender_or_group,album_final,country_fuente,genre_main_fuente,gender_or_group_fuente,release_year_fuente,writers,producers,in_train,in_test,is_misogynistic,type_sexualization,type_violence,type_hate,has_gender_stereotype,test_id,test_match_score
10002733,Quevedo,LA ÚLTIMA,9,2683,TRUE,id,10002733,LA ÚLTIMA,Quevedo,01/02/24,,,[],"['BlueFire', 'GARABATTO', 'Gio Producer', 'KIDDO', 'Marlku']",['Quevedo'],47917,"[['Reggaeton', 100], ['rap', 11], ['spanish', 7], ['Hip-Hop', 7], ['mediocre', 1], ['hip hop', 1], ['spain', 1], ['20s', 1], ['basura', 1], ['dance pop', 1]]",[],ef9bb29f-f466-4e28-8064-32558f4bb2df,Quevedo,Person,Male,ES,Las Palmas de Gran Canaria,07/12/01,Q112913522,,,TRUE,Q112913522,['male'],['Q29'],['Q5'],"['Q177220', 'Q753110', 'Q2252262']",FALSE,FALSE,,,,,,,,,,,,,,,,,,,2024,LA ÚLTIMA,[],[],['España'],"['cantante', 'compositor de canciones', 'rapero']",['ser humano'],2024,2020,"['reggaeton', 'rap', 'hip-hop', 'hip hop', 'dance pop']",reggaeton,España,hombre,LA ÚLTIMA,api,api,api,api,['Quevedo'],"['BlueFire', 'GARABATTO', 'Gio Producer', 'KIDDO', 'Marlku']",TRUE,FALSE,NM,,,,,,
1001688,Héroes Del Silencio,El Camino Del Exceso,6,1187,TRUE,id,1001688,El Camino Del Exceso,Héroes Del Silencio,14/06/93,,El Espíritu del Vino,[],['Phil Manzanera'],"['Bunbury', 'Juan Valdivia', 'Joaquín Cardiel', 'Pedro Andreu']",,"[['rock', 100], ['spanish', 56], ['Spanish Rock', 34], ['hard rock', 34], ['Rock en Espanol', 13], ['Gothic Rock', 3], ['rock en español', 3], ['alternative rock', 1], ['90s', 1], ['rock español', 1]]",[],4bb712d6-8be9-4c09-810a-eb3bed2be345,Héroes del Silencio,Group,,ES,Spain,1984,Q1434852,,,TRUE,Q1434852,[],[],['Q215380'],[],TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,[],[],['grupo musical'],1993,1990,"['rock', 'spanish rock', 'hard rock', 'rock en espanol', 'gothic rock', 'rock en español', 'alternative rock', 'rock español']",rock,España,grupo,El Espíritu del Vino,api,api,api,api,"['Bunbury', 'Joaquín Cardiel', 'Juan Valdivia', 'Pedro Andreu']",['Phil Manzanera'],TRUE,FALSE,NM,,,,,,
1002340,Hombres G,Indiana,5,1222,TRUE,id,1002340,Indiana,Hombres G,28/04/86,,La Cagaste... Burt Lancaster,[],['Paco Trinidad'],['David Summers'],,"[['spanish', 100], ['rock', 91], ['Rock en Espanol', 56], ['pop', 54], ['Spanish Rock', 18], ['rock en español', 7], ['80s', 7], ['spain', 1], ['pop rock', 1], ['spanish pop', 1]]",[],8b1628a7-130a-4faf-96d8-2418bd9043c2,Hombres G,Group,,ES,Spain,1982,Q3772826,,,TRUE,Q3772826,[],[],['Q215380'],[],TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,[],[],['grupo musical'],1986,1980,"['rock', 'rock en espanol', 'pop', 'spanish rock', 'rock en español', 'pop rock', 'spanish pop']",rock,España,grupo,La Cagaste... Burt Lancaster,api,api,api,api,['David Summers'],['Paco Trinidad'],FALSE,TRUE,M,0,1,1,Y,T_TEST_0057,0.779
10048649,"Lucho RK, La Pantera & BDP Music (Producer)",Lucy,7,2789,TRUE,id,10048649,Lucy,Lucho RK,15/02/24,,,[],['BDP Music (ESP)'],"['Lucho RK', 'La Pantera']",7791,[],[],c3d7f812-47b2-4d78-9ac2-9512817d8add,Lucho RK,Person,Male,ES,Spain,31/03/00,,,,FALSE,,,,,,,FALSE,,,,,,,,,,Lucho RK,"[['canarias', 100]]",Person,male,ES,Spain,31/03/00,"[['urban', '1']]",,2024,Lucy,[],[],,,,2024,2020,"['canarias', 'urban']",canarias,España,hombre,Lucy,api,api,api,api,"['La Pantera', 'Lucho RK']",['BDP Music (ESP)'],TRUE,FALSE,M,1,1,1,Y,,
10055546,Hombres G & Carín León,Te quiero,7,808,TRUE,id,10055546,Te quiero,Hombres G,09/02/24,,¿Por qué no ser amigos?,[],['Orlando Aispuro'],['David Summers'],,[],[],8b1628a7-130a-4faf-96d8-2418bd9043c2,Hombres G,Group,,ES,Spain,1982,Q3772826,,,TRUE,Q3772826,[],[],['Q215380'],[],TRUE,FALSE,,,,,,,,,,Hombres G,"[['spanish', 100], ['rock', 91], ['Rock en Espanol', 56], ['pop', 54], ['Spanish Rock', 18], ['rock en español', 7], ['80s', 7], ['spain', 1], ['pop rock', 1], ['spanish pop', 1]]",Group,,ES,Spain,1982,"[['pop rock', '1']]",,,,,,[],[],['grupo musical'],2024,2020,"['rock', 'rock en espanol', 'pop', 'spanish rock', 'rock en español', 'pop rock', 'spanish pop']",rock,España,grupo,¿Por qué no ser amigos?,api,api,api,api,['David Summers'],['Orlando Aispuro'],TRUE,FALSE,NM,,,,,,
10059105,"Yung Beef, Cookin Soul & Cruz Cafuné",Konbini Wars,5,2088,TRUE,id,10059105,Konbini Wars,Yung Beef,28/03/24,,Los Papasitos,[],['Cookin Soul'],"['Yung Beef', 'Cruzzi']",24986,[],[],505e16b2-ef1b-42cc-b323-1a9664bcf69a,Yung Beef,Person,Male,ES,Spain,,,,,FALSE,,,,,,,FALSE,,,,,,,,,,Yung Beef,"[['trap', 100], ['Reggaeton', 45], ['spanish', 22], ['rap', 22], ['cloud rap', 11], ['spanish trap', 5], ['Hip-Hop', 3], ['g o a t', 1], ['spain', 1], ['hip hop', 1]]",Person,male,ES,Spain,,"[['reggaeton', '1'], ['trap', '1'], ['trap latino', '1']]",,,,,,,,,2024,2020,"['trap', 'reggaeton', 'rap', 'cloud rap', 'spanish trap', 'hip-hop', 'g o a t', 'hip hop', 'trap latino']",trap,España,hombre,Los Papasitos,api,api,api,api,"['Cruzzi', 'Yung Beef']",['Cookin Soul'],TRUE,FALSE,M,1,0,1,Y,,
10077087,Lola Indigo & Manuel Turizo,1000COSAS,11,2512,TRUE,id,10077087,1000COSAS,Lola Indigo,08/03/24,,NAVE DRAGÓN,[],['Tunvao'],"['Lola Indigo', 'Manuel Turizo', 'Tunvao']",9845,[],[],d68e2c4b-8411-4f80-8b55-6682ae70881d,8-Bit Arcade,Person,,AU,Australia,,,,,FALSE,,,,,,,FALSE,,,,,,,,,,Lola Indigo,"[['spanish', 100], ['pop', 44], ['spain', 29], ['dance', 29], ['latin pop', 4], ['Reggaeton', 4], ['latin', 4], ['Lola Indigo', 1], ['brazilian funk', 1], ['upcoming album 2023', 1]]",Person,female,ES,Spain,01/04/92,"[['electropop', '1'], ['dance-pop', '1'], ['latin pop', '3'], ['reggaeton', '2'], ['funk carioca', '0']]",,,,,,,,,2024,2020,"['pop', 'dance', 'latin pop', 'reggaeton', 'lola indigo', 'brazilian funk', 'upcoming album 2023', 'electropop', 'dance-pop', 'funk carioca']",pop,AU,mujer,NAVE DRAGÓN,api,api,api,api,"['Lola Indigo', 'Manuel Turizo', 'Tunvao']",['Tunvao'],TRUE,FALSE,M,1,0,0,N,,
1009423,Cristian Castro,Agua Nueva,6,967,TRUE,id,1009423,Agua Nueva,Cristian Castro,30/06/92,,Agua Nueva,[],['Alejandro Zepeda'],['Jorge Macias Gomez'],,"[['pop', 100], ['latin', 100], ['latin pop', 46], ['spanish', 46], ['Pop Latino', 14], ['male vocalists', 12], ['mexico', 10], ['mexican', 1], ['cristian castro', 1], ['Romantica', 1]]",[],8cc00e45-94c9-40e0-882b-0e76dd5b472b,Cristian Castro,Person,Male,MX,Mexico,08/12/74,Q2409501,,,TRUE,Q2409501,['male'],['Q96'],['Q5'],"['Q177220', 'Q36834', 'Q33999', 'Q10798782']",FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,['México'],"['cantante', 'compositor', 'actor', 'actor de televisión']",['ser humano'],1992,1990,"['pop', 'latin pop', 'pop latino', 'cristian castro', 'romantica']",pop,México,hombre,Agua Nueva,api,api,api,api,['Jorge Macias Gomez'],['Alejandro Zepeda'],TRUE,FALSE,M,1,1,0,Y,,
10103583,Maria Becerra & Ivy Queen,PRIMER AVISO,9,2787,TRUE,id,10103583,PRIMER AVISO,Maria Becerra,29/02/24,,,[],['XROSS'],"['Maria Becerra', 'Ivy Queen', 'XROSS']",6365,[],[],a69b643d-2cd9-4914-8a1a-3f3797a7323c,María Becerra,Person,Female,AR,Argentina,12/02/00,Q69821388,,,TRUE,Q69821388,['female'],['Q414'],['Q5'],"['Q177220', 'Q17125263', 'Q2252262', 'Q753110']",FALSE,FALSE,,,,,,,,,,Maria Becerra,"[['argentina', 100], ['Reggaeton', 100], ['dancehall', 66], ['pop', 29], ['trap', 15], ['argentinian', 4], ['female vocalists', 4], ['Sieb', 1], ['Maria Becerra', 1], ['m', 1]]",Person,female,AR,Argentina,12/02/00,"[['reggaeton', '1'], ['trap latino', '1'], ['latin', '1']]",,2024,Primer aviso,[],[],['Argentina'],"['cantante', 'youtuber', 'rapero', 'compositor de canciones']",['ser humano'],2024,2020,"['reggaeton', 'dancehall', 'pop', 'trap', 'argentinian', 'sieb', 'maria becerra', 'm', 'trap latino']",reggaeton,Argentina,mujer,Primer aviso,api,api,api,api,"['Ivy Queen', 'Maria Becerra', 'XROSS']",['XROSS'],FALSE,TRUE,NM,0,0,0,N,T_TEST_0539,0.864
1011021,Melendi,Mi Primer Beso,8,1930,TRUE,id,1011021,Mi Primer Beso,Melendi,13/11/12,,Lágrimas desordenadas,[],['José De Castro'],['Melendi'],,"[['spanish', 100], ['pop', 92], ['Flamenco', 51], ['new flamenco', 29], ['Espanol', 9], ['rumba', 5], ['melendi', 4], ['rock', 1], ['latin', 1], ['español', 1]]",[],86d61837-890c-4d04-aeec-30d70ad77298,Melendi,Person,Male,ES,Spain,21/01/79,Q623353,,,TRUE,Q623353,['male'],['Q29'],['Q5'],"['Q488205', 'Q177220']",FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,['España'],"['cantautor', 'cantante']",['ser humano'],2012,2010,"['pop', 'flamenco', 'new flamenco', 'rumba', 'melendi', 'rock']",pop,España,hombre,Lágrimas desordenadas,api,api,api,api,['Melendi'],['José De Castro'],TRUE,FALSE,M,1,0,0,N,,
1011392,Cartel de Santa,Ella (Me Canse De Rogarle),5,1550,TRUE,id,1011392,Ella (Me Canse De Rogarle),Cartel de Santa,,,,[],[],[],,"[['Hip-Hop', 100], ['rap', 60], ['mexico', 33], ['hip hop', 26], ['cronica babilonia', 13], ['Cartel De Santa', 13], ['Hip Hop Latino', 11], ['conexion puerto rico', 3], ['mexican rap', 2], ['mexican', 1]]",[],a7e2a52b-db71-4ef1-892b-4a1b8a3825e5,El Chapo de Sinaloa,Person,Male,MX,Mexico,23/10/68,Q3049789,,,TRUE,Q3049789,['male'],['Q96'],['Q5'],['Q177220'],FALSE,FALSE,,,,,,,,,,,,,,,,,,,2006,La noche perfecta,[],[],['México'],['cantante'],['ser humano'],2006,2000,"['hip-hop', 'rap', 'hip hop', 'cronica babilonia', 'cartel de santa', 'hip hop latino', 'conexion puerto rico', 'mexican rap']",hip-hop,México,hombre,La noche perfecta,api,api,api,api,,,FALSE,TRUE,M,0,0,1,Y,T_TEST_0058,1
1011524,Romeo Santos,Vale la Pena el Placer,6,1206,TRUE,id,1011524,Vale la Pena el Placer,Romeo Santos,,,"Fórmula, Vol. 1 (Deluxe Edition)",[],[],[],,"[['bachata', 100], ['latin', 69], ['pop', 21], ['latin pop', 12], ['rnb', 2], ['All', 2], ['american', 1], ['aventura', 1], ['r&b', 1], ['puerto rico', 1]]",[],35f343df-3b87-4475-b0e4-d2ba5cc26eea,Romeo Santos,Person,Male,US,United States,21/07/81,Q2570042,,,TRUE,Q2570042,['male'],['Q30'],['Q5'],"['Q177220', 'Q753110', 'Q183945', 'Q33999', 'Q55960555', 'Q36834']",FALSE,TRUE,not_danceable,not_happy,sad,not_aggressive,not_party,relaxed,jaz,117.7409668,D# major,,,,,,,,,,2012,The King Stays King: Sold Out at Madison Square Garden,[],[],['Estados Unidos'],"['cantante', 'compositor de canciones', 'productor discográfico', 'actor', 'artista discográfico', 'compositor']",['ser humano'],2012,2010,"['bachata', 'pop', 'latin pop', 'rnb', 'american', 'aventura', 'r&b']",bachata,Estados Unidos,hombre,"Fórmula, Vol. 1 (Deluxe Edition)",api,api,api,api,,,TRUE,FALSE,M,0,1,1,Y,,
10119635,3-2 Get Funky,Mujeres Calientes,10,2793,TRUE,id,10119635,Mujeres Calientes,3-2 Get Funky,01/01/02,,The Godfather,[],['Joel Dando Tra'],[],,"[['Reggaeton', 100], ['world', 25], ['latino', 17], ['boricua', 17]]",[],5131f32b-4ae6-4202-90f2-62166646f9d8,3-2 Get Funky,Group,,PR,Puerto Rico,,,,,FALSE,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,1997,Cosa nuestra,[],[],,,,2002,2000,"['reggaeton', 'world', 'boricua']",reggaeton,Puerto Rico,grupo,The Godfather,api,api,api,api,,['Joel Dando Tra'],TRUE,FALSE,M,1,0,1,Y,,
1012622,Ricardo Arjona,La Mujer Que No Soñé,5,1023,TRUE,id,1012622,La Mujer Que No Soñé,Ricardo Arjona,17/09/91,,Del otro lado del sol,[],[],['Ricardo Arjona'],,"[['latin', 100], ['spanish', 83], ['pop', 54], ['latin pop', 38], ['guatemala', 15], ['ricardo arjona', 10], ['Romantica', 4], ['male vocalists', 1], ['arjona', 1], ['Baladas', 1]]",[],40627299-0979-45ba-8924-2af5fdc36ea8,Ricardo Arjona,Person,Male,GT,Guatemala,19/01/64,Q719841,,,TRUE,Q719841,['male'],['Q774'],['Q5'],"['Q639669', 'Q3665646', 'Q488205', 'Q33999', 'Q177220']",FALSE,FALSE,,,,,,,,,,,,,,,,,,,2022,Historia Musical,[],[],['Guatemala'],"['músico', 'baloncestista', 'cantautor', 'actor', 'cantante']",['ser humano'],1991,1990,"['pop', 'latin pop', 'ricardo arjona', 'romantica', 'arjona', 'baladas']",pop,Guatemala,hombre,Del otro lado del sol,api,api,api,api,['Ricardo Arjona'],,TRUE,FALSE,NM,,,,,,
1013133,"Nat ""King"" Cole",Adios Mariquita Linda,5,546,TRUE,id,1013133,Adios Mariquita Linda,Nat “King” Cole,,,More Cole Español,[],[],[],,"[['jazz', 100], ['swing', 57], ['blues', 29], ['oldies', 24], ['jazz vocal', 10], ['vocal jazz', 4], ['male vocalists', 3], ['nat king cole', 1], ['american', 1], ['50s', 1]]",[],fbe054ec-a143-4101-9e9e-64abc5ff5ac9,Nat King Cole,Person,Male,US,United States,17/03/19,Q137042,,,TRUE,Q137042,['male'],['Q30'],['Q5'],"['Q488205', 'Q486748', 'Q33999', 'Q15981151', 'Q6168364', 'Q10798782', 'Q639669', 'Q177220']",FALSE,FALSE,,,,,,,,,,,,,,,,,,,1990,"Grandes Exitos, Vol. 1",[],[],['Estados Unidos'],"['cantautor', 'pianista', 'actor', 'músico de jazz', 'guitarrista de jazz', 'actor de televisión', 'músico', 'cantante']",['ser humano'],1990,1990,"['jazz', 'swing', 'blues', 'oldies', 'jazz vocal', 'vocal jazz', 'nat king cole', 'american']",jazz,Estados Unidos,hombre,More Cole Español,api,api,api,api,,,TRUE,FALSE,NM,,,,,,
1013451,Mecano,"""Eungenio"" Salvador Dalí",8,1224,TRUE,id,1013451,“Eungenio” Salvador Dalí,Mecano,06/07/88,,Descanso Dominical,[],['Mecano'],['José María Cano'],10312,"[['pop', 100], ['spanish', 89], ['80s', 42], ['female vocalists', 31], ['spanish pop', 13], ['post-punk', 9], ['new wave', 7], ['mecano', 1], ['latin', 1], ['synthpop', 1]]",[],3be5dee4-5fa6-45a5-97c2-98914580bafa,Mecano,Group,,ES,Spain,1981,Q574375,,,TRUE,Q574375,[],[],['Q215380'],[],TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,[],[],['grupo musical'],1988,1980,"['pop', 'spanish pop', 'post-punk', 'new wave', 'mecano', 'synthpop']",pop,España,grupo,Descanso Dominical,api,api,api,api,['José María Cano'],['Mecano'],TRUE,FALSE,NM,,,,,,
1014993,Selena,Amor Prohibido,5,1058,TRUE,id,1014993,Amor Prohibido,Selena,13/04/94,,Amor Prohibido,[],['A.B. Quintanilla III'],"['Pete Astudillo', 'A.B. Quintanilla III']",151123,"[['latin', 100], ['tejano', 79], ['pop', 49], ['female vocalists', 40], ['latin pop', 20], ['cumbia', 8], ['Selena', 7], ['mexican', 2], ['spanish', 2], ['90s', 1]]",[],03746227-c9f9-4b3b-b2c6-9b31f79564f7,Selena,Person,Female,US,United States,16/04/71,Q23543,,,TRUE,Q23543,['female'],['Q30'],['Q5'],"['Q177220', 'Q17221', 'Q33999', 'Q10798782', 'Q10800557', 'Q3501317']",FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,['Estados Unidos'],"['cantante', 'portavoz', 'actor', 'actor de televisión', 'actor de cine', 'diseñador de moda']",['ser humano'],1994,1990,"['tejano', 'pop', 'latin pop', 'cumbia', 'selena']",tejano,Estados Unidos,mujer,Amor Prohibido,api,api,api,api,"['A.B. Quintanilla III', 'Pete Astudillo']",['A.B. Quintanilla III'],TRUE,FALSE,NM,,,,,,
1015141,Nicky Jam,Me Voy Pa'l Party,10,2812,TRUE,id,1015141,Me Voy Pa’l Party,Nicky Jam,05/08/03,,Conspiración 2,[],['Harry Digital'],"['Nicky Jam', 'Rafael Pina']",,"[['Reggaeton', 100], ['latin', 40], ['pop', 9], ['nicky jam', 5], ['oldies', 2], ['puerto rico', 2], ['Rock and Roll', 1], ['mierda', 1], ['All', 1], ['Puerto Rico Music', 1]]",[],c458e9dc-e0d5-45ea-9e83-f9d0395f030d,Nicky Jam,Person,Male,PR,Puerto Rico,25/02/80,Q1374560,,,TRUE,Q1374560,['male'],['Q30'],['Q5'],"['Q177220', 'Q753110', 'Q2252262', 'Q33999']",FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,['Estados Unidos'],"['cantante', 'compositor de canciones', 'rapero', 'actor']",['ser humano'],2003,2000,"['reggaeton', 'pop', 'nicky jam', 'oldies', 'rock and roll', 'mierda', 'puerto rico music']",reggaeton,Puerto Rico,hombre,Conspiración 2,api,api,api,api,"['Nicky Jam', 'Rafael Pina']",['Harry Digital'],TRUE,FALSE,M,1,1,0,Y,,
10161175,Patota,Te Tragas La Gasolina (Daddy Yankee díss),6,2349,TRUE,id,10161175,Te Tragas La Gasolina (Daddy Yankee díss),Patota,,,,[],['Block Royal'],['Patota'],,[],[],cca6056e-c44b-4802-9348-c11d81fd7d34,Defamed,Group,,IT,Italy,2019,,,,FALSE,,,,,,,FALSE,,,,,,,,,,Patota,[],Person,,,,,[],,2020,Gasolina,[],[],,,,2020,2020,['rap'],rap,Argentina,grupo,Gasolina,inferido,inferido,api,api,['Patota'],['Block Royal'],FALSE,TRUE,M,1,0,1,Y,T_TEST_0540,1
1016499,Bronco,Con Zapatos De Tacón,12,1086,TRUE,id,1016499,Con Zapatos De Tacón,Bronco,,,Salvaje y Tierno,[],[],[],,"[['cumbia', 100], ['mexico', 73], ['BRONCO', 48], ['rock', 34], ['latin', 17], ['spanish', 11], ['dance', 6], ['regional mexican', 2], ['stoner metal', 1], ['hard rock', 1]]",[],5b10d2e8-b4d7-420a-a914-9c6504ff18e9,Bronco,Group,,MX,Mexico,1979,Q2926060,,,TRUE,Q2926060,[],[],['Q215380'],[],FALSE,FALSE,,,,,,,,,,,,,,,,,,,1997,Las 30 grandes de Bronco,[],[],[],[],['grupo musical'],1997,1990,"['cumbia', 'bronco', 'rock', 'dance', 'regional mexican', 'stoner metal', 'hard rock']",cumbia,México,grupo,Salvaje y Tierno,api,api,api,api,,,TRUE,FALSE,M,1,0,0,Y,,
10170747,"Xinola, Natalie Garcia",Bendita tu Eres (Diosa),4,550,TRUE,id,10170747,Bendita tu Eres (Diosa),"Xinola, Natalie Garcia",12/12/24,,,[],"['Xinola', 'Diego Raposo']","['Xinola', 'Natalie Garcia']",,[],[],84f6391b-32be-4e06-bfa4-ad9d9cb9ce29,Sergent Garcia,Person,Male,FR,France,1964,Q472027,,,TRUE,Q472027,['male'],['Q142'],['Q5'],"['Q753110', 'Q36834', 'Q177220', 'Q639669']",FALSE,TRUE,danceable,happy,not_sad,not_aggressive,party,not_relaxed,pop,90.95639801,D minor,Xinola,[],,,,,,,,2006,Mascaras,[],[],['Francia'],"['compositor de canciones', 'compositor', 'cantante', 'músico']",['ser humano'],2024,2020,['pop'],pop,España,hombre,Mascaras,inferido,inferido,api,api,"['Natalie Garcia', 'Xinola']","['Diego Raposo', 'Xinola']",TRUE,FALSE,NM,,,,,,
10184200,Sobrepensante,Ego Herido,9,1611,TRUE,id,10184200,Ego Herido,Sobrepensante,02/01/24,,Filosofía de Vida,[],['Sobrepensante'],['Sobrepensante'],,[],[],7de5c03d-1335-4ebf-aeca-9e62f38c38e0,Grupo Cañaveral de Humberto Pabón,Group,,,,,Q105089942,,,TRUE,Q105089942,[],[],['Q2088357'],[],FALSE,FALSE,,,,,,,,,,Sobrepensante,[],,,,,,,,,,,,[],[],['agrupación musical'],2024,2020,['trap'],trap,Argentina,grupo,Filosofía de Vida,inferido,inferido,api,api,['Sobrepensante'],['Sobrepensante'],TRUE,FALSE,M,1,0,0,Y,,
10186688,Reality & KG970,Causas Pendientes,7,3556,TRUE,id,10186688,Causas Pendientes,Reality,20/03/24,,Igual Que Nadie,[],['The Iconics'],"['Reality', 'KG970']",,[],[],caf49835-5f7d-43a4-84f8-2a7562b2fcef,Reality,Person,Male,ES,Spain,,,,,FALSE,,,,,,,FALSE,,,,,,,,,,Reality,"[['hardcore', 100], ['australian', 31], ['melodic hardcore', 13], ['funk', 3], ['anarcho punk', 2], ['hardcore punk', 2], ['punk rock', 2], ['Harsh EBM', 1], ['UKHC', 1], ['uk82', 1]]",Group,,US,United States,1981,"[['rock', '1']]",,,,,,,,,2024,2020,"['hardcore', 'australian', 'melodic hardcore', 'funk', 'anarcho punk', 'hardcore punk', 'punk rock', 'harsh ebm', 'ukhc', 'uk82', 'rock']",hardcore,España,hombre,Igual Que Nadie,api,api,api,api,"['KG970', 'Reality']",['The Iconics'],TRUE,FALSE,NM,,,,,,
10187950,Sobrepensante,El Egoísta,19,3545,TRUE,id,10187950,El Egoísta,Sobrepensante,04/06/23,,Resiliencia,[],['Sobrepensante'],['Sobrepensante'],,[],[],7d8b819b-2bba-4273-9f24-0be1e5bff063,Pequeña Orquesta Reincidentes,Group,,AR,Argentina,1991,Q6071981,,,TRUE,Q6071981,[],[],['Q2088357'],[],FALSE,FALSE,,,,,,,,,,Sobrepensante,[],,,,,,,,,,,,[],[],['agrupación musical'],2023,2020,['trap'],trap,Argentina,grupo,Resiliencia,api,inferido,api,api,['Sobrepensante'],['Sobrepensante'],TRUE,FALSE,M,1,0,1,Y,,
1018992,Hombres G,Marta Tiene Un Marcapasos,6,1524,TRUE,id,1018992,Marta Tiene Un Marcapasos,Hombres G,24/03/86,,La Cagaste... Burt Lancaster,[],['Paco Trinidad'],['David Summers'],23882,"[['spanish', 100], ['rock', 91], ['Rock en Espanol', 56], ['pop', 54], ['Spanish Rock', 18], ['rock en español', 7], ['80s', 7], ['spain', 1], ['pop rock', 1], ['spanish pop', 1]]",[],8b1628a7-130a-4faf-96d8-2418bd9043c2,Hombres G,Group,,ES,Spain,1982,Q3772826,,,TRUE,Q3772826,[],[],['Q215380'],[],TRUE,TRUE,not_danceable,not_happy,not_sad,aggressive,not_party,not_relaxed,roc,101.2822113,A major,,,,,,,,,,,,,,[],[],['grupo musical'],1986,1980,"['rock', 'rock en espanol', 'pop', 'spanish rock', 'rock en español', 'pop rock', 'spanish pop']",rock,España,grupo,La Cagaste... Burt Lancaster,api,api,api,api,['David Summers'],['Paco Trinidad'],FALSE,TRUE,NM,0,0,0,N,T_TEST_0059,0.815
1019359,Azúcar Moreno,Enreda,6,1233,TRUE,id,1019359,Enreda,Azúcar Moreno,,,,[],[],[],,"[['spanish', 100], ['pop', 89], ['latin', 44], ['spain', 9], ['Eurovision', 4], ['female vocalists', 2], ['Flamenco', 2], ['dance', 1], ['duos', 1], ['espagnol', 1]]",[],6673a67c-3281-4629-b08b-b9bf8db2384c,Azúcar Moreno,Group,,ES,Spain,1983,Q794498,,,TRUE,Q794498,[],[],"['Q9212979', 'Q125258812', 'Q215380', 'Q109289221']",[],TRUE,TRUE,danceable,not_happy,not_sad,not_aggressive,not_party,not_relaxed,pop,164.0574493,G minor,,,,,,,,,,1996,Esclava de tu piel,[],[],[],[],"['dúo musical', 'dúo de hermanas', 'grupo musical', 'dúo de mujeres']",1996,1990,"['pop', 'eurovision', 'flamenco', 'dance', 'duos', 'espagnol']",pop,España,grupo,Esclava de tu piel,api,api,api,api,,,TRUE,FALSE,M,1,0,1,Y,,
1020102,Hombres G,El Ataque De Las Chicas Cocodrilo,6,2030,TRUE,id,1020102,El Ataque De Las Chicas Cocodrilo,Hombres G,28/04/86,,La Cagaste... Burt Lancaster,[],['Paco Trinidad'],"['Rafael Gutiérrez', 'David Summers', 'Rafael Gutierrez Flores']",17967,"[['spanish', 100], ['rock', 91], ['Rock en Espanol', 56], ['pop', 54], ['Spanish Rock', 18], ['rock en español', 7], ['80s', 7], ['spain', 1], ['pop rock', 1], ['spanish pop', 1]]",[],8b1628a7-130a-4faf-96d8-2418bd9043c2,Hombres G,Group,,ES,Spain,1982,Q3772826,,,TRUE,Q3772826,[],[],['Q215380'],[],TRUE,FALSE,,,,,,,,,,,,,,,,,,,,,,,[],[],['grupo musical'],1986,1980,"['rock', 'rock en espanol', 'pop', 'spanish rock', 'rock en español', 'pop rock', 'spanish pop']",rock,España,grupo,La Cagaste... Burt Lancaster,api,api,api,api,"['David Summers', 'Rafael Gutierrez Flores', 'Rafael Gutiérrez']",['Paco Trinidad'],FALSE,TRUE,NM,0,0,0,N,T_TEST_0060,0.889
1020623,Los Tucanes De Tijuana,La Piñata,16,1358,TRUE,id,1020623,La Piñata,Los Tucanes De Tijuana,,,Tucanes de Plata,[],[],[],,"[['mexico', 100], ['latin', 36], ['ranchera', 24], ['norteño', 16], ['corridos', 8], ['regional mexican', 8], ['mexican folk', 8], ['corrido', 2], ['los tucanes de tijuana', 2], ['rancho', 1]]",[],f1802d84-5885-4cc0-81c6-c4823510ebf4,Los Tucanes de Tijuana,Group,,MX,Tijuana,,Q6683325,,,TRUE,Q6683325,[],['Q96'],['Q215380'],[],FALSE,FALSE,,,,,,,,,,,,,,,,,,,,Tucanes de plata,[],[],['México'],[],['grupo musical'],1997,1990,"['ranchera', 'norteño', 'corridos', 'regional mexican', 'mexican folk', 'corrido', 'los tucanes de tijuana', 'rancho']",ranchera,México,grupo,Tucanes de Plata,api,api,api,api,,,FALSE,TRUE,M,0,0,1,N,T_TEST_0061,1
