Unnamed: 0,artist_id,artist,song_id,title,language,lyrics
805,405496,Bustamante,4242433,Héroes,,
1369,201922,Sabina Ddumba,6896497,4 Life,,
1376,201922,Patrik Jean,5267490,Losing Sleep (Acoustic Version),,
1381,201922,Sabina Ddumba,6914871,No One Compares,,
1382,201922,Sabina Ddumba,6914870,Sometimes,,
1614,1307617,DAPS (ESP) & Kilvertz,10884503,Axelle,,
